num_doc,title,annee_publication,issn
3804,La politique européenne d'immigration à la croisée des chemins,2001,2262-3353
3805,La genèse d'un roman historique soviétique : « Pierre le Grand » d'Alexis Tolstoï,1961,1777-5388
3806,L'ouverture des chantiers du canal du Rhône et ses effets sur l'économie locale de la plaine de Pierrelatte-Bollène,1948,2275-5195
3807,"Nouveaux risques, nouvelles crises",2003,1777-5744
3808,Le Musicien de Saint-Merry,1971,2076-8443
3809,Ecritures de femmes,1991,2262-3353
3810,Ils ont fait l’Amérique ! Un siècle d'histoire huguenote aux États-Unis (v. 1850-v. 1945),2008,
3811,"Johannes Rogalla von Bieberstein. — Die These von der Verschwörung. 1776-1945. Philosophen, Freimaurer, Juden, Liberale und Sozialisten als Verschwörer gegen die Sozialordnung.",1978,1952-403
3812,Frédéric Lachèvre. Les Œuvres libertines de Cyrano de Bergerac et Les Œuvres de Jean Dehénault,1922,2109-9502
3813,"Lapis Satricanus.— Archaeological, epigraphical, linguistic and historical aspects of the new inscription from Satricum : by M. Stibbe, G. Colonna, C. de Simone and H. S. Versnel, with an introduction by M. Pallottino, 1980",1983,2540-2544
3814,Psychophysiologie et neurobiologie,1994,1955-2580
3815,"Michel Rambaud, L'art de la déformation historique, dans les Commentaires de César (Annales de l'Université de Lyon, 3e série, Lettres fasc. 23), 1953",1955,2540-2544
3816,"A. Bouché-Leclercq, Histoire des Séleucides (323-64 avant J.-C.), 1913",1914,2540-2544
3817,Etude d'une population immigrée : les Réunionnais en France métropolitaine,1972,
3818,"Wallace, Iain (2001) A Geography of the Canadian Economy. Toronto, Oxford University Press, 265 p. (ISBN 0-19-540773-3)",2002,1708-8968
3819,"C. Wright Mills, Les Cols Blancs, essai sur les classes moyennes américaines, coll. «Les textes à l'appui», 1966",1967,1777-5701
3820,"James R. Taylor, Elizabeth Van Every-Taylor, Using Videotechnology for Social change, 1973",1976,1920-7344
3821,Crise de la science économique ou des économistes ?,1976,1950-6694
3822,"Encomium Emmae reginae, edited for the Royal Historial Society by Alister Campbell",1952,2261-4427
3823,François de Dainville. Les Jésuites et l'éducation de la société française. La naissance de l'humanisme moderne,1942,2109-9502
3824,Éditorial,1991,1777-5418
3825,A la Faculté de droit de l’Université de Paris,1914,
3826,"L'écriture, simple gué entre deux paroles ?",2003,2613-2702
3827,Belgique et Suisse,1921,
3828,"L'Âme au corps, art et sciences, 1793-1993",1995,1952-403
3829,Notes pédagogiques,1922,
3830,"Johan van der Keuken, cinéaste des seuils",2000,2102-5924
3831,Nationalisme libéral et internationalisme égalitaire,2007,1492-1391
3832,"Territoires d'exil, les camps de réfugiés",2006,2275-5195
3833,"Bulletin de l'Association de géographes français, 83e année, 2006-1 ( mars). Territoires d'exil : les camps de réfugiés, sous la direction de Véronique Lassailly-Jacob.",2006,2275-5195
3834,Ph. de Félice. L'enchantement des danses et la magie du verbe. Essai sur quelques formes inférieures de la mystique,1959,2105-2573
3835,Réforme de la chronologie,1893,1777-5469
3836,Notules,1966,2105-2271
3837,L'attitude du Luxembourg,1968,1950-6686
3838,Mobilités et violences urbaines,1998,1968-3758
3839,Que faire de la crise du tiers-mondisme ?,1984,2261-1010
3840,"Travaux de l'Institut Géographique de Reims, n°9, 1972. Problèmes de population.",1972,2613-2737
3841,Fermeture régionale et différenciation culturelle,1966,1958-5691
3842,L’axiomatique et Les robots d’Isaac Asimov,2002,1710-0305
3843,Du surmenage et des programmes d’enseignement à l’école primaire,1887,
3844,"Robert Davezies, La Guerre d'Angola, Bordeaux, Ducros Éditeur, 1968",1969,2101-0226
3845,"Europe and the Money Muddle: from Bilateralism to Near Convertibility, 1947-1956, par ROBERT TRIFFIN. Un vol., 6¼ po. x 9¼, relié, 357 pages. — Yale University Press. New-Haven, 1957",1959,1710-3991
3846,"Lettres de François Guizot et de la princesse de Lieven, préface de Jean Schlumberger, édition annotée par Jacques Naville, t. I (1836-1839), tome II (1840), 1963",1964,1776-3045
3847,Mort et vie des communismes asiatiques,1993,2513-6119
3848,Europe and the European Union in the Discourse of Tony Blair,2006,
3849,Les chemins escarpés de la hausse des prix en Amérique latine,1992,1963-1359
3850,Un village portugais en mutation : Povoa del Rey à la fin du XIVe siècle,1971,1953-8146
3851,"Terminer la Révolution ?, Actes du colloque organisé par le Musée de l'Armée les 4 et 5 décembre 2001 avec le concours de la Fondation Napoléon",2004,1952-403
3852,Otto Brunner. — Per una nuova storia costituzionale e sociale,1972,2119-1026
3853,"Jean-Jacques Fiechter, Un diplomate américain sous la Terreur : les années européennes de Gouverneur Morris, 1983",0,1952-403
3854,États-Unis d'Amérique,1915,
3855,Mutations monétaires dans l'ancienne France (Seconde partie),1953,1953-8146
3856,Les bifurcations de la politique énergétique française depuis la guerre,1982,1953-8146
3857,Une autre conception de l'histoire ?,1976,1777-5353
3858,Questions d'immigration en Grèce depuis 1989,2000,
3859,Les origines asiatiques des « Grandes invasions »,1923,2295-9068
3860,L’Africain de l’Est d’après Burton,1981,
3861,L'Africain de l'Est d'après Burton,1978,2275-4954
3862,La Communauté européenne de défense,1953,1958-8992
3863,"Éthiques, sciences et sociétés: pour de nouvelles figures de dialogue",2002,2105-2581
3864,L’éthos entrepreneurial de jeunes Européens à Mexico,2019,2000-2006
3865,"Maurice Caudel. Nos libertés politiques. Origines. Évolution. État actuel, 1910",1911,1776-3045
3866,Présentation,2001,2117-590
3867,"Irwin, George et Holland, Stuart (sous la direction de ). Central America. The Future of Economic Integration. Boulder, Westview Press, Series in Political Economy and Economic Development in Latin America, 1989, 214 p.",1990,1703-7891
3868,"Shmuel TRIGANO : La nouvelle question juive. Paris, Gallimard, Collection "" Idées "", 1979, 311 p.",1980,1703-7921
3869,Sur la grotte d'Altamira et l'âge de ses peintures,1906,1760-7361
3870,L'Afrique du Nord avant l'histoire et au début de l'histoire,1914,1775-383
3871,"Macrianus, usurpateur du temps des guerres perses, dans les émissions monétaires",1968,1963-1693
3872,"183. 31 mai 1902 : Arrêté concernant les programmes de l'enseignement concernant les classes enfantines, préparatoires et élémentaires dans les lycées et collèges de garçons",2000,
3873,Les heures du maréchal de Boucicaut,1995,2260-815
3874,"Jean Delumeau, La peur en Occident (XIVe-XVIIIe siècles). Une cité assiégée",1979,1953-8146
3875,Sur une nouvelle collection d'Histoire,1954,1953-8146
3876,"Publications parues en français sur la Russie, novembre 1993 - mars 1994",1994,2496-7467
3877,La ville-campagne : une forme paysagiste de l’urbain ?,2001,
3878,L'élargissement oriental de l'Union européenne : un processus inachevé de révision institutionnelle,2002,1960-6656
3879,Cause-Specific Late-Age Mortality Rates as Indicators for Public Health Priorities,2000,2104-3752
3880,No Hope ? An Essay on Globalization Theories and the Legal Institution Building Processes in Postcommunist Europe,1997,1969-6973
3881,Les négociants juifs d'Afrique du Nord et la mer à l'époque Moderne,2000,2275-4954
3882,La mort ou les morts. Les enjeux des rites funéraires du Néolithique nord-occidental,2003,2104-3914
3883,"L'Arc Atlantique, un concept nouveau dans l'aménagement européen",1991,2547-5614
3884,"Aménagement territorial, dialectique identitaire : la France d'après 1974",1989,1776-2936
3885,L'exotisme superflu : réflexion sur les systèmes politiques de l'Europe du Sud,1979,1958-8992
3886,"«""Islam d'Europe"" ou ""Musulmans européens"" : reconduire l'exception musulmane ?»",2002,1777-5396
3887,Échos et informations,1921,2109-9502
3888,La lecture optique,1969,1778-7459
3889,Chronique,1959,1955-2580
3890,"Rationalité, monnaie et activité",1986,1777-5647
3891,Une collectivité sans qualités,1983,1705-6225
3892,Allocution de M. Roland Drago,1969,1953-8111
3893,Résumés. Abstracts,1981,1958-8992
3894,"Sémantique générale et programmation neurolinguistique : deux outils pour explorer la ""face cachée"" de l'apprentissage des langues",1984,2264-7791
3895,"La dyscalculie développementale, un trouble primaire de la perception des nombres",2005,2105-2913
3896,Le Nord et le Midi : Contribution à une analyse de l'effet Montesquieu,1980,1955-2564
3897,L'immigration intra-caribéenne. Des faits aux enjeux économiques,2008,2262-3353
3898,Pédagogie anglaise,1896,
3899,Les nouvelles performances du croire dans le monde contemporain,2013,
3900,Du bonheur en temps de catastrophe,1993,2111-4412
3901,Vers un nouvel ordre économique en Europe : réponse à Wolfgang Hager,1980,1958-8992
3902,Conclusion,2000,
3903,Dossier Peinture chinoise : la restauration et la recherche en Europe et en Chine,2012,2111-4552
3904,La démographie historique de l'Europe : l'état des recherches en U.R.S.S,1990,1776-2774
3905,"Thierry Lentz (dir.), Napoléon et l'Europe",2006,1952-403
3906,"Eberhard Jaeckel, La France dans l'Europe de Hitler",1971,1953-8146
3907,"Stuart Woolf, Napoléon et la conquête de l'Europe",1992,1953-8146
3908,"Wlodzimierz Brus, Histoire économique de l'Europe de l'Est (1945-1985)",1988,1953-8146
3909,L'organisation de l'Europe selon Brissot et les Girondins à la fin de 1792.,1985,1952-403
3910,La civilisation de l'Europe classique. P. Chaunu,1967,1776-2774
3911,II. L'Europe de l'entre-deux (Séance organisée le 16 mai 1998),1998,2275-5195
3912,La périurbanisation en Europe (Periurbanization in Europa),2001,2275-5195
3913,Les aléas de la participation des habitants à la gouvernance urbaine en Europe,1998,2497-7098
3914,Introduction à une géographie des sols de la France du Nord-Est et de l'Europe rhénane,1974,2275-5195
3915,Les rapports entre générations : un enjeu pour l'Europe sociale,1996,1968-3758
3916,"Europe, jeunesse et mondialisation 2004 Du 5 au 9 mai 2004, Strasbourg",2003,1968-3758
3917,"Agora débats/jeunesses, 42, 2006. Politiques publiques de jeunesse en Europe.",2006,1968-3758
3918,"Arthur Wauters, La réforme agraire en Europe",1929,1953-8146
3919,"E. A. Freemann, Histoire complète de l'Europe",1930,1953-8146
3920,"Сh. Pomaret, L'Amérique à la conquête de l'Europe",1932,1953-8146
3921,« Plazas » et sociabilité en Europe et Amérique latine,1983,1953-8146
3922,Les états pourront-ils faire l'Europe des télécommunications ?,1990,1777-5809
3923,Le transfert de l'économie de l'information vers l'Europe de l'Est : rêve ou cauchemar ?,1992,1777-5809
3924,Quelques ouvrages récents sur le syndicalisme en Europe et aux Etats-Unis,1985,1958-5691
3925,Les pays du Sud de l'Europe et le système monétaire européen,1990,1760-7388
3926,Restructurations industrielles et transformations économiques en Europe centrale et orientale,1992,1760-7388
3927,La convertibilité des pays d'Europe centrale et orientale à l'épreuve des faits,1993,1760-7388
3928,Pierre Chaunu. La civilisation de l'Europe classique.,1967,2109-9502
3929,Perroux (François) - L'Europe sans rivages,1955,1950-6686
3930,Duclos (Pierre) - La Réforme du Conseil de l'Europe,1959,1950-6686
3931,"Marc (Alexandre) - Europe, terre décisive",1960,1950-6686
3932,"François Bafoil, Le Post-communisme en Europe",1999,2259-6100
3933,"Jean-Pierre Massias, Droit constitutionnel des États d'Europe de l'Est",2000,2259-6100
3934,La sécurité en Europe centrale et orientale : un système en cours de changement,2002,2259-6100
3935,La grande transformation de l'Europe centrale et orientale : succès et désillusions,2006,2259-6100
3936,Un programme de recherche : politiques de communication et territoires en Europe du sud,1991,2105-2956
3937,Les mouvements de longue durée de la communication en Europe de l'ouest,1993,2105-2956
3938,La réglementation des réseaux en Europe - Une doctrine à la recherche de ses fondements économiques,1993,1773-0198
3939,L'intégration des jeunes d'origine immigrée en Europe : bilan et perspectives,1988,1777-5418
3940,Europe and America : A Comparative Analysis of « Ethnicity »,1989,1777-5418
3941,"Les Kurdes irakiens en Europe, nouveaux « boat-people »",1998,1777-5418
3942,Tapia C. Les jeunes face à l'Europe,1999,1777-5418
3943,Une école européenne d'administration ? L'improbable conversion de l'ENA à l'Europe,1998,1953-8286
3944,La recomposition de l'espace rural en Europe du Sud : l'exemple français,1996,1960-6656
3945,"L'Europe, le Midi et le vin : Esquisse d'un tryptique et des défis analytiques",1998,1960-6656
3946,L'Europe commence à Gibraltar : le dilemme espagnol face à l''immigration,1999,1960-6656
3947,Les effets de l'européanisation sur la représentation politique en Europe du sud,2003,1960-6656
3948,Origine et éléments de la conception française du « règlement de la paix en Europe »,1937,1958-8992
3949,L'émergence de la recherche institutionnelle dans l'enseignement supérieur en Europe occidentale,1986,2119-4831
3950,"Décomposition, recomposition des souverainetés : les politiques de concurrence en Europe",1991,2119-4831
3951,"Lewis (Arthur). Emerging Medieval Europe, A.D. 400-1000",1969,2295-9068
3952,Montesquieu. Réflexions sur la monarchie universelle en Europe.,2001,2295-9068
3953,"Malettke (Klaus), éd. Imaginer l'Europe",2001,2295-9068
3954,Chevallier (Raymond). Aquilèe et la romanisation de l'Europe.,1995,2295-9068
3955,"Corvisier (Α.), Armées et sociétés en Europe de 1494 à 1789",1979,2295-9068
3956,"Récurrences de la question agraire en Europe centrale, ou la rivalité des modèles",1992,2273-0257
3957,Le Portugal : changements récents et place dans le Sud-Ouest de l'Europe,1999,2273-0257
3958,La pelote basque comme trait culturel d'une «Europe du Sud» ?,2002,2273-0257
3959,Le rôle de la frontière dans la localisation des industries textiles en Europe continentale,1982,2108-6478
3960,Introduction. Recomposition de l'Europe centrale et nouvelles structurations des transports,1992,2108-6478
3961,"Revue Géographique de l'Est, tome 32, n°4,1992. Trafics et transports en Europe centrale.",1992,2108-6478
3962,"Revue Géographique de l'Est, tome 33, n°4,1993. Vallées fluviales en Europe à l’Holocène.",1993,2108-6478
3963,"Revue Géographique de l'Est, tome 35, n°2,1995. Mutations des campagnes d’Europe centrale.",1995,2108-6478
3964,Gabriel Wackermann — La nouvelle Europe centrale,1998,2108-6478
3965,Le rôle des Alpes dans l'Europe de l'intégration : Jalons pour un débat prospectif,2006,1760-7426
3966,Chronique d'Europe orientale. Le Conseil d'Aide Économique Mutuelle,1965,2108-6478
